Started Log File:     logs/MMTK 2021-06-01 14-01-44-COM5.txt
Data Source:     COM5

1BLBLBáNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	400.64	20.00	-10.61	402	0	0	0	0	12.27	1	1	1	1	1	
1	400.64	20.00	-10.59	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-10.60	402	0	0	0	0	12.27	1	1	1	1	1	
1	33.00	20.00	-10.62	402	0	0	0	1	12.25	1	1	1	1	1	
1	88.03	19.93	-10.63	400	0	0	0	1	12.21	1	1	1	1	1	
1	163.04	19.70	-10.61	396	0	0	0	1	12.27	1	1	1	1	1	
1	224.01	19.54	-10.60	392	0	0	0	1	12.23	1	1	1	1	1	
1	287.14	19.03	-10.60	382	0	0	0	1	12.25	1	1	1	1	1	
1	335.42	18.62	-10.63	374	0	0	0	1	12.29	1	1	1	1	1	
1	397.25	17.91	-10.62	360	0	0	0	1	12.27	1	1	1	1	1	
1	439.11	17.38	-10.61	350	0	0	0	1	12.27	1	1	1	1	1	
1	492.13	16.45	-10.61	330	0	0	0	1	12.27	1	1	1	1	1	
1	523.74	15.79	-10.61	318	0	0	0	1	12.27	1	1	1	1	1	
1	563.06	14.72	-10.61	296	0	0	0	1	12.25	1	1	1	1	1	
1	584.11	13.97	-10.62	280	0	0	0	1	12.23	1	1	1	1	1	
1	599.04	13.18	-10.62	266	0	0	0	1	12.29	1	1	1	1	1	
1	620.86	11.98	-10.61	242	0	0	0	1	12.25	1	1	1	1	1	
1	627.09	11.14	-10.62	224	0	0	0	1	12.27	1	1	1	1	1	
1	629.19	9.89	-10.62	200	0	0	0	1	12.29	1	1	1	1	1	
1	625.00	9.06	-10.61	182	0	0	0	1	12.25	1	1	1	1	1	
1	608.77	7.90	-10.61	160	0	0	0	1	12.27	1	1	1	1	1	
