Started Log File:     logs/MMTK 2021-06-01 11-04-02-COM5.txt
Data Source:     COM5

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
null1	0.00	0.00	-10.51	0	1	1	0	0	12.30	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.30	1	1	1	1	1	
1	0.00	0.00	-10.49	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.51	0	1	1	0	0	12.27	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.25	1	1	1	1	1	
1	0.00	0.00	-10.49	0	1	1	0	0	12.32	1	1	1	1	1	
1	0.00	0.00	-10.51	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.34	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.32	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.51	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.52	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.49	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-10.50	0	1	1	0	0	12.27	1	1	1	1	1	
1	0.00	0.00	-10.51	0	1	1	0	0	12.27	1	1	1	1	1	
1	0.00	0.00	-10.49	0	1	1	0	0	12.27	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.09	1	1	1	1	0	
1	0.00	0.00	-10.53	0	2	0	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-10.54	0	2	0	0	0	12.01	1	1	1	1	1	
1	0.00	0.00	-10.53	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-10.50	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.48	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.48	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.50	0	2	0	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-10.53	0	2	0	0	0	12.09	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.50	0	2	0	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.50	0	2	0	0	0	12.03	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.07	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.15	1	1	1	1	1	
1	0.00	0.00	-10.52	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.51	0	2	0	0	0	12.11	1	1	1	1	1	
1	349.16	0.00	-10.50	0	0	0	0	1	12.15	1	1	1	0	1	
1	333.63	0.60	-10.51	12	0	0	0	0	12.25	1	1	1	1	1	
1	342.15	1.05	-10.51	20	0	0	0	0	12.29	1	1	1	1	1	
1	350.47	1.51	-10.52	30	0	0	0	0	12.25	1	1	1	1	1	
1	359.20	2.22	-10.52	44	0	0	0	0	12.27	1	1	1	1	1	
1	364.79	2.69	-10.49	54	0	0	0	0	12.27	1	1	1	1	1	
1	371.29	3.43	-10.50	68	0	0	0	0	12.30	1	1	1	1	1	
1	374.25	3.93	-10.51	78	0	0	0	0	12.29	1	1	1	1	1	
1	376.51	4.67	-10.51	92	0	0	0	0	12.29	1	1	1	1	1	
