Started Log File:     logs/MMTK 2021-06-01 11-01-42-COM5.txt
Data Source:     COM5

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
null1	0.00	0.00	-10.39	0	1	1	0	0	12.27	1	1	1	1	1	
1	0.00	0.00	-10.39	0	1	1	0	0	12.34	1	1	1	1	1	
1	0.00	0.00	-10.40	0	1	1	0	0	12.34	1	1	1	1	1	
1	0.00	0.00	-10.39	0	2	0	0	0	12.09	1	1	1	1	0	
1	0.00	0.00	-10.39	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.40	0	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	0.00	-10.39	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.40	0	2	0	0	0	12.11	1	1	1	1	1	
1	0.00	0.00	-10.42	0	2	0	0	0	12.03	1	1	1	1	1	
1	250.00	-0.00	-10.41	0	3	0	0	1	12.01	0	1	1	1	1	
1	250.00	-0.30	-10.41	-6	3	0	0	1	12.19	0	1	1	1	1	
1	250.00	-0.80	-10.40	-16	3	0	0	1	12.19	0	1	1	1	1	
1	250.00	-1.13	-10.40	-22	3	0	0	1	12.23	0	1	1	1	1	
1	250.00	-1.63	-10.41	-32	3	0	0	1	12.17	0	1	1	1	1	
1	250.00	-1.96	-10.41	-38	3	0	0	1	12.23	0	1	1	1	1	
1	250.00	-2.46	-10.41	-48	3	0	0	1	12.23	0	1	1	1	1	
1	250.00	-2.79	-10.40	-56	3	0	0	1	12.21	0	1	1	1	1	
1	250.00	-3.29	-10.40	-66	3	0	0	1	12.23	0	1	1	1	1	
1	250.00	-3.63	-10.39	-72	3	0	0	1	12.19	0	1	1	1	1	
1	250.00	-3.96	-10.39	-78	3	0	0	1	12.23	0	1	1	1	1	
1	250.00	-4.24	-10.40	-84	4	0	0	0	12.07	1	0	1	1	1	
1	250.00	-3.91	-10.41	-78	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-3.42	-10.41	-68	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	-3.08	-10.41	-62	4	0	0	0	12.19	1	0	1	1	1	
1	250.00	-2.58	-10.39	-52	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-2.25	-10.41	-44	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-1.75	-10.42	-34	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-1.42	-10.42	-28	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-0.92	-10.42	-18	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	-0.59	-10.41	-12	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	-0.25	-10.41	-4	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	0.25	-10.42	6	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	0.58	-10.41	12	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	1.08	-10.41	22	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	1.41	-10.41	28	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	1.91	-10.40	38	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	2.24	-10.41	46	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	2.74	-10.42	56	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	3.07	-10.41	62	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	3.58	-10.39	72	4	0	0	0	12.23	1	0	1	1	1	
1	250.00	3.91	-10.39	78	4	0	0	0	12.19	1	0	1	1	1	
1	250.00	4.24	-10.41	86	4	0	0	0	12.21	1	0	1	1	1	
1	250.00	4.74	-10.42	96	4	0	0	0	12.25	1	0	1	1	1	
1	250.00	5.07	-10.41	102	4	0	0	0	12.19	1	0	1	1	1	
1	250.00	5.57	-10.41	112	4	0	0	0	12.19	1	0	1	1	1	
1	0.00	5.83	-10.40	118	2	0	0	0	12.01	1	1	1	1	1	
1	0.00	5.83	-10.39	118	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	5.83	-10.39	118	2	0	0	0	12.13	1	1	1	1	1	
1	0.00	5.83	-10.41	118	2	0	0	0	12.03	1	1	1	1	1	
1	0.00	5.83	-10.42	118	2	0	0	0	12.09	1	1	1	1	1	
