Started Log File:     logs/MMTK 2021-06-04 10-43-21-COM4.txt
Data Source:     COM4

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
null1	0.00	0.00	-9.88	0	1	1	0	0	12.32	1	1	1	1	1	
1	0.00	0.00	-9.88	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.36	1	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.30	1	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.36	0	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.29	0	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.38	1	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.29	1	1	1	1	1	
1	0.00	0.00	-9.87	0	1	1	0	0	12.36	1	1	1	1	1	
1	0.00	0.00	-9.87	0	2	0	0	0	12.29	1	1	1	1	0	
1	250.00	-0.00	-9.89	0	3	0	0	1	12.32	0	1	1	1	1	
1	250.00	-0.20	-9.88	-4	3	0	0	1	12.34	0	1	1	1	1	
1	250.00	-0.70	-9.88	-14	3	0	0	1	12.30	0	1	1	1	1	
1	250.00	-1.03	-9.88	-22	3	0	0	1	12.30	0	1	1	1	1	
1	250.00	-0.84	-9.89	-18	4	0	0	0	12.30	1	0	1	1	1	
1	0.00	-0.61	-9.90	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.89	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.89	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.90	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.87	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.85	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.86	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.87	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.90	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.89	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.86	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.87	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.88	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.87	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.86	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.85	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.84	-14	2	0	0	0	12.30	1	1	1	1	1	
1	0.00	-0.61	-9.85	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.87	-14	2	0	0	0	12.29	1	1	1	1	1	
1	0.00	-0.61	-9.88	-14	2	0	0	0	12.29	1	1	1	1	1	
 ========= TARE ==========
nullNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
0	0.00	0.00	-9.88	0	2	0	0	0	12.30	1	1	2	1	1	
 ========= TARE ==========
nullNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
0	0.00	0.00	-9.88	0	2	0	0	0	12.30	1	1	0	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.01	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.02	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	-0.03	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.02	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.00	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	0.01	-1	0	0	0	1	12.30	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.32	1	1	1	1	1	
1	25.00	0.00	-0.01	-1	0	0	0	1	12.30	1	1	1	1	1	
1	231.48	0.07	0.00	2	0	0	0	0	12.30	1	1	1	1	1	
1	262.97	0.40	0.00	10	0	0	0	0	12.27	1	1	1	1	1	
1	348.51	1.01	-0.02	22	0	0	0	0	12.29	1	1	1	1	1	
1	375.75	1.50	-0.01	32	0	0	0	0	12.27	1	1	1	1	1	
1	449.64	2.33	-0.02	48	0	0	0	0	12.27	1	1	1	1	1	
1	473.48	2.94	-0.02	60	0	0	0	0	12.27	1	1	1	1	1	
1	531.16	3.94	-0.03	80	0	0	0	0	12.29	1	1	1	1	1	
1	558.04	4.66	-0.02	94	0	0	0	0	12.27	1	1	1	1	1	
1	576.92	5.42	-0.01	110	0	0	0	0	12.27	1	1	1	1	1	
1	602.89	6.59	-0.01	134	0	0	0	0	12.25	1	1	1	1	1	
1	614.75	7.38	-0.03	148	0	0	0	0	12.29	1	1	1	1	1	
1	627.09	8.59	-0.03	174	0	0	0	0	12.25	1	1	1	1	1	
1	629.19	9.42	-0.01	190	0	0	0	0	12.29	1	1	1	1	1	
1	629.19	10.67	-0.01	214	0	0	0	0	12.27	1	1	1	1	1	
1	622.92	11.50	-0.01	232	0	0	0	0	12.29	1	1	1	1	1	
1	608.77	12.72	-0.01	256	0	0	0	0	12.27	1	1	1	1	1	
1	591.48	13.52	-0.01	272	0	0	0	0	12.29	1	1	1	1	1	
1	569.91	14.30	-0.01	288	0	0	0	0	12.29	1	1	1	1	1	
1	534.19	15.39	0.01	310	0	0	0	0	12.27	1	1	1	1	1	
1	502.68	16.07	-0.01	322	0	0	0	0	12.29	1	1	1	1	1	
1	451.81	17.02	-0.02	342	0	0	0	0	12.29	1	1	1	1	1	
1	413.00	17.59	-0.01	354	0	0	0	0	12.29	1	1	1	1	1	
1	351.78	18.35	-0.01	368	0	0	0	0	12.27	1	1	1	1	1	
1	304.88	18.79	-0.01	377	0	0	0	0	12.29	1	1	1	1	1	
1	235.26	19.32	-0.02	388	0	0	0	0	12.29	1	1	1	1	1	
1	183.64	19.59	-0.01	394	0	0	0	0	12.29	1	1	1	1	1	
1	108.70	19.88	-0.02	398	0	0	0	0	12.29	1	1	1	1	1	
1	53.89	19.97	-0.04	400	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.04	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.03	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.03	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.27	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.30	1	1	1	1	1	
1	400.64	20.00	-0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.30	1	1	1	1	1	
1	400.64	20.00	-0.01	402	0	0	0	0	12.30	1	1	1	1	1	
1	400.64	20.00	-0.02	402	0	0	0	0	12.29	1	1	1	1	1	
