Started Log File:     logs/MMTK 2021-06-04 10-46-36-COM4.txt
Data Source:     COM4

1BáNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	689.34	10.66	-0.00	214	0	0	0	1	12.27	1	1	1	1	1	
1	689.34	9.28	-0.00	186	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	8.37	-0.01	168	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	7.00	0.02	140	0	0	0	1	12.29	1	1	1	1	1	
1	718.39	6.03	0.03	120	0	0	0	1	12.25	1	1	1	1	1	
1	593.35	4.75	0.00	96	0	0	0	1	12.27	1	1	1	1	1	
1	490.84	4.05	0.00	82	0	0	0	1	12.29	1	1	1	1	1	
1	334.82	3.26	0.01	66	0	0	0	1	12.29	1	1	1	1	1	
1	215.77	2.90	0.02	58	0	0	0	1	12.29	1	1	1	1	1	
1	96.10	2.71	0.02	54	0	0	0	1	12.29	1	1	1	1	1	
1	225.90	2.55	0.00	52	0	0	0	1	12.30	1	1	1	1	1	
1	344.67	2.21	0.01	44	0	0	0	1	12.29	1	1	1	1	1	
1	496.03	1.40	0.01	28	0	0	0	1	12.29	1	1	1	1	1	
1	597.13	1.47	-0.00	31	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	2.41	0.00	50	0	0	0	0	12.25	1	1	1	1	1	
1	738.19	3.27	0.01	68	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	4.74	-0.00	96	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	5.71	-0.00	116	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	7.17	-0.00	146	0	0	0	0	12.25	1	1	1	1	1	
1	738.19	8.15	0.00	164	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	9.13	0.01	184	0	0	0	0	12.25	1	1	1	1	1	
1	738.19	10.61	0.01	214	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	11.58	0.01	234	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	13.05	0.00	262	0	0	0	0	12.29	1	1	1	1	1	
1	747.01	14.02	0.00	282	0	0	0	0	12.27	1	1	1	1	1	
1	608.77	15.37	-0.00	309	0	0	0	0	12.27	1	1	1	1	1	
1	531.16	16.12	0.01	324	0	0	0	0	12.27	1	1	1	1	1	
1	359.88	17.00	0.02	342	0	0	0	0	12.29	1	1	1	1	1	
1	241.62	17.40	0.02	350	0	0	0	0	12.29	1	1	1	1	1	
1	65.10	17.72	0.01	356	0	0	0	0	12.29	1	1	1	1	1	
1	154.83	17.87	0.01	358	0	0	0	0	12.27	1	1	1	1	1	
1	306.87	18.16	0.00	364	0	0	0	0	12.27	1	1	1	1	1	
1	431.03	18.88	0.01	380	0	0	0	0	12.30	1	1	1	1	1	
1	568.18	18.73	0.01	376	0	0	0	1	12.29	1	1	1	1	1	
1	669.64	17.56	0.02	352	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	17.19	0.01	344	0	0	0	1	12.46	1	1	1	1	1	
1	735.29	15.73	0.01	314	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	14.76	0.00	296	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	13.30	0.00	266	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	12.33	0.01	246	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	10.86	0.01	216	0	0	0	1	12.30	1	1	1	1	1	
1	735.29	9.89	0.01	198	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	8.92	0.02	178	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	7.46	0.01	148	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	6.48	0.01	130	0	0	0	1	12.27	1	1	1	1	1	
1	651.04	5.09	0.00	102	0	0	0	1	12.29	1	1	1	1	1	
1	551.47	4.29	-0.01	86	0	0	0	1	12.30	1	1	1	1	1	
1	406.72	3.33	-0.01	66	0	0	0	1	12.27	1	1	1	1	1	
1	285.82	2.87	0.00	58	0	0	0	1	12.29	1	1	1	1	1	
1	118.15	2.47	0.02	50	0	0	0	1	12.29	1	1	1	1	1	
1	106.41	2.43	0.02	48	0	0	0	1	12.29	1	1	1	1	1	
1	214.29	2.20	0.00	44	0	0	0	1	12.29	1	1	1	1	1	
1	394.74	1.55	0.01	30	0	0	0	1	12.27	1	1	1	1	1	
1	485.75	1.20	0.01	24	0	0	0	0	12.27	1	1	1	1	1	
1	633.45	1.84	0.00	36	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	2.23	-0.01	46	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	3.65	-0.02	76	0	0	0	0	12.29	1	1	1	1	1	
1	721.15	4.61	-0.01	94	0	0	0	0	12.29	1	1	1	1	1	
1	721.15	6.04	-0.01	124	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	6.99	0.02	142	0	0	0	0	12.25	1	1	1	1	1	
1	721.15	8.43	0.02	172	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	9.39	0.01	190	0	0	0	0	12.29	1	1	1	1	1	
1	721.15	10.34	-0.00	210	0	0	0	0	12.25	1	1	1	1	1	
1	721.15	11.77	0.00	238	0	0	0	0	12.29	1	1	1	1	1	
1	721.15	12.73	0.01	256	0	0	0	0	12.29	1	1	1	1	1	
1	681.82	14.15	0.00	286	0	0	0	0	12.27	1	1	1	1	1	
1	589.62	15.00	0.02	302	0	0	0	0	12.30	1	1	1	1	1	
1	445.37	16.02	0.02	322	0	0	0	0	12.29	1	1	1	1	1	
1	331.86	16.54	0.02	334	0	0	0	0	12.30	1	1	1	1	1	
1	175.23	17.02	0.02	342	0	0	0	0	12.29	1	1	1	1	1	
1	60.66	17.17	0.01	346	0	0	0	0	12.30	1	1	1	1	1	
1	175.23	17.28	-0.00	348	0	0	0	0	12.30	1	1	1	1	1	
1	357.14	17.64	0.02	356	0	0	0	0	12.29	1	1	1	1	1	
1	459.56	18.21	0.02	368	0	0	0	0	12.29	1	1	1	1	1	
1	599.04	18.05	-0.01	364	0	0	0	1	12.32	1	1	1	1	1	
1	689.34	17.37	0.01	350	0	0	0	1	12.30	1	1	1	1	1	
1	689.34	16.09	-0.00	324	0	0	0	1	12.27	1	1	1	1	1	
1	689.34	15.18	-0.01	306	0	0	0	1	12.30	1	1	1	1	1	
1	689.34	13.81	-0.01	280	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	12.90	0.01	260	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	11.51	-0.00	234	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	10.60	0.00	214	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	9.69	-0.01	196	0	0	0	1	12.27	1	1	1	1	1	
1	689.34	8.32	-0.01	170	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	7.41	0.00	152	0	0	0	1	12.29	1	1	1	1	1	
1	712.93	6.00	-0.00	122	0	0	0	1	12.27	1	1	1	1	1	
1	627.09	5.10	-0.01	106	0	0	0	1	12.29	1	1	1	1	1	
1	488.28	4.00	-0.02	82	0	0	0	1	12.27	1	1	1	1	1	
1	377.26	3.44	-0.01	72	0	0	0	1	12.29	1	1	1	1	1	
1	212.83	2.86	0.01	60	0	0	0	1	12.29	1	1	1	1	1	
1	91.69	2.68	0.01	56	0	0	0	1	12.27	1	1	1	1	1	
1	227.27	2.59	0.00	54	0	0	0	1	12.30	1	1	1	1	1	
1	297.15	2.30	0.01	48	0	0	0	1	12.29	1	1	1	1	1	
1	414.82	2.07	0.01	43	0	0	0	1	12.27	1	1	1	1	1	
1	561.38	1.65	0.02	34	0	0	0	1	12.29	1	1	1	1	1	
1	653.31	2.31	0.02	48	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	3.66	-0.01	76	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	4.50	-0.01	94	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	5.96	0.00	122	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	6.95	0.01	142	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	8.41	0.00	172	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	9.39	0.00	192	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	10.37	-0.00	212	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	11.83	-0.01	240	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	12.80	0.00	260	0	0	0	0	12.27	1	1	1	1	1	
1	744.05	14.27	0.01	290	0	0	0	0	12.27	1	1	1	1	1	
1	662.54	15.20	-0.00	308	0	0	0	0	12.29	1	1	1	1	1	
1	528.17	16.37	-0.01	332	0	0	0	0	12.29	1	1	1	1	1	
1	419.46	16.98	0.01	344	0	0	0	0	12.29	1	1	1	1	1	
1	258.98	17.65	0.01	356	0	0	0	0	12.30	1	1	1	1	1	
1	137.26	17.89	0.01	362	0	0	0	0	12.29	1	1	1	1	1	
1	186.94	18.10	0.01	366	0	0	0	0	12.32	1	1	1	1	1	
1	251.68	18.40	-0.00	372	0	0	0	0	12.29	1	1	1	1	1	
1	370.55	18.66	-0.00	376	0	0	0	0	12.25	1	1	1	1	1	
1	561.38	18.86	0.00	380	0	0	0	1	12.29	1	1	1	1	1	
1	618.81	18.30	-0.01	368	0	0	0	1	12.27	1	1	1	1	1	
1	707.55	16.93	0.00	340	0	0	0	1	12.29	1	1	1	1	1	
1	707.55	16.00	-0.00	322	0	0	0	1	12.27	1	1	1	1	1	
1	707.55	14.59	0.01	294	0	0	0	1	12.29	1	1	1	1	1	
1	707.55	13.65	0.00	274	0	0	0	1	12.27	1	1	1	1	1	
1	707.55	12.24	-0.00	246	0	0	0	1	12.29	1	1	1	1	1	
1	707.55	11.31	0.00	228	0	0	0	1	12.27	1	1	1	1	1	
1	707.55	9.90	0.01	200	0	0	0	1	12.27	1	1	1	1	1	
1	707.55	8.97	-0.00	182	0	0	0	1	12.29	1	1	1	1	1	
1	707.55	8.03	-0.01	162	0	0	0	1	12.30	1	1	1	1	1	
1	707.55	6.61	-0.00	134	0	0	0	1	12.29	1	1	1	1	1	
1	694.44	5.67	-0.00	116	0	0	0	1	12.29	1	1	1	1	1	
1	566.47	4.43	0.02	90	0	0	0	1	12.27	1	1	1	1	1	
1	464.11	3.76	0.03	76	0	0	0	1	12.29	1	1	1	1	1	
1	308.39	3.02	0.03	62	0	0	0	1	12.27	1	1	1	1	1	
1	186.94	2.71	0.01	56	0	0	0	1	12.29	1	1	1	1	1	
1	10.00	2.54	0.02	52	0	0	0	1	12.30	1	1	1	1	1	
1	253.04	2.48	0.01	52	0	0	0	1	12.30	1	1	1	1	1	
1	366.21	2.14	0.00	44	0	0	0	1	12.27	1	1	1	1	1	
1	520.83	1.48	0.01	32	0	0	0	1	12.27	1	1	1	1	1	
1	620.86	1.65	0.01	36	0	0	0	0	12.56	1	1	1	1	1	
1	738.19	2.91	0.01	62	0	0	0	0	12.30	1	1	1	1	1	
1	738.19	3.83	-0.00	80	0	0	0	0	12.25	1	1	1	1	1	
1	738.19	5.31	0.01	110	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	6.28	0.01	128	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	7.75	-0.00	158	0	0	0	0	12.25	1	1	1	1	1	
1	738.19	8.72	-0.00	178	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	10.19	0.01	208	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	11.16	0.01	226	0	0	0	0	12.27	1	1	1	1	1	
1	738.19	12.14	0.01	246	0	0	0	0	12.29	1	1	1	1	1	
1	738.19	13.61	0.03	276	0	0	0	0	12.30	1	1	1	1	1	
1	729.57	14.59	0.02	296	0	0	0	0	12.29	1	1	1	1	1	
1	593.35	15.89	0.01	322	0	0	0	0	12.27	1	1	1	1	1	
1	506.76	16.61	-0.00	336	0	0	0	0	12.29	1	1	1	1	1	
1	330.69	17.43	0.01	352	0	0	0	0	12.29	1	1	1	1	1	
1	234.67	17.80	0.01	360	0	0	0	0	12.29	1	1	1	1	1	
1	56.24	18.07	0.01	364	0	0	0	0	12.30	1	1	1	1	1	
1	180.98	18.17	0.03	366	0	0	0	0	12.30	1	1	1	1	1	
1	347.22	18.60	0.02	376	0	0	0	0	12.27	1	1	1	1	1	
1	478.32	18.99	0.01	382	0	0	0	0	12.29	1	1	1	1	1	
1	584.11	18.70	0.01	376	0	0	0	1	12.25	1	1	1	1	1	
1	694.44	17.80	0.02	358	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	16.84	0.01	338	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	15.39	0.03	310	0	0	0	1	12.25	1	1	1	1	1	
1	723.94	14.44	0.03	290	0	0	0	1	12.29	1	1	1	1	1	
1	723.94	13.00	0.02	262	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	12.04	0.01	242	0	0	0	1	12.29	1	1	1	1	1	
1	723.94	10.61	0.02	214	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	9.65	0.02	194	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	8.20	0.00	166	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	7.24	0.01	146	0	0	0	1	12.27	1	1	1	1	1	
1	723.94	6.29	-0.00	128	0	0	0	1	12.29	1	1	1	1	1	
1	622.92	4.93	0.01	100	0	0	0	1	12.29	1	1	1	1	1	
1	545.06	4.16	0.01	86	0	0	0	1	12.27	1	1	1	1	1	
1	373.51	3.26	-0.00	68	0	0	0	1	12.27	1	1	1	1	1	
1	280.27	2.84	0.01	58	0	0	0	1	12.29	1	1	1	1	1	
1	99.05	2.49	0.01	52	0	0	0	1	12.30	1	1	1	1	1	
1	138.68	2.45	0.01	50	0	0	0	1	12.30	1	1	1	1	1	
1	303.89	2.13	0.01	44	0	0	0	1	12.30	1	1	1	1	1	
1	419.46	1.66	0.01	34	0	0	0	1	12.29	1	1	1	1	1	
1	545.06	1.40	0.02	30	0	0	0	0	12.30	1	1	1	1	1	
1	657.89	2.32	0.02	48	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	3.07	0.02	64	0	0	0	0	12.30	1	1	1	1	1	
1	694.44	4.46	0.02	92	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	5.38	0.01	110	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	6.76	0.02	138	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	7.67	0.02	156	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	9.05	0.02	184	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	9.97	0.01	202	0	0	0	0	12.27	1	1	1	1	1	
1	694.44	11.36	0.02	230	0	0	0	0	12.27	1	1	1	1	1	
1	694.44	12.28	0.02	248	0	0	0	0	12.29	1	1	1	1	1	
1	694.44	13.20	0.00	266	0	0	0	0	12.29	1	1	1	1	1	
1	660.21	14.61	-0.00	296	0	0	0	0	12.27	1	1	1	1	1	
1	564.76	15.43	0.02	312	0	0	0	0	12.29	1	1	1	1	1	
1	417.59	16.40	0.02	330	0	0	0	0	12.29	1	1	1	1	1	
1	302.91	16.88	0.01	340	0	0	0	0	12.29	1	1	1	1	1	
1	135.77	17.32	0.01	350	0	0	0	0	12.30	1	1	1	1	1	
1	85.77	17.45	0.01	352	0	0	0	0	12.30	1	1	1	1	1	
1	254.41	17.73	0.00	358	0	0	0	0	12.29	1	1	1	1	1	
1	373.51	17.99	0.01	362	0	0	0	0	12.30	1	1	1	1	1	
1	523.74	18.60	0.01	374	0	0	0	1	12.29	1	1	1	1	1	
1	622.92	17.97	0.03	362	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	17.16	0.01	346	0	0	0	1	12.27	1	1	1	1	1	
1	710.23	15.88	0.01	320	0	0	0	1	12.27	1	1	1	1	1	
1	710.23	14.94	0.01	300	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	13.53	-0.00	272	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	12.59	-0.00	254	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	11.18	0.01	226	0	0	0	1	12.30	1	1	1	1	1	
1	710.23	10.25	0.00	206	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	8.82	0.01	178	0	0	0	1	12.29	1	1	1	1	1	
1	710.23	7.88	0.02	160	0	0	0	1	12.27	1	1	1	1	1	
1	710.23	6.95	0.02	140	0	0	0	1	12.30	1	1	1	1	1	
1	694.44	5.53	0.02	112	0	0	0	1	12.27	1	1	1	1	1	
1	600.96	4.68	0.01	96	0	0	0	1	12.29	1	1	1	1	1	
1	459.56	3.63	0.00	74	0	0	0	1	12.29	1	1	1	1	1	
1	348.51	3.08	0.02	64	0	0	0	1	12.30	1	1	1	1	1	
1	182.57	2.57	0.02	54	0	0	0	1	12.29	1	1	1	1	1	
1	60.66	2.42	0.01	50	0	0	0	1	12.29	1	1	1	1	1	
1	209.97	2.26	0.00	46	0	0	0	1	12.29	1	1	1	1	1	
1	326.66	2.03	0.00	42	0	0	0	1	12.27	1	1	1	1	1	
1	523.74	1.41	0.00	30	0	0	0	1	12.29	1	1	1	1	1	
1	585.94	1.84	0.02	38	0	0	0	0	12.29	1	1	1	1	1	
1	676.90	2.49	0.02	52	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	3.88	0.03	80	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	4.79	0.02	98	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	6.26	0.02	128	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	7.24	0.02	148	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	8.71	0.02	178	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	9.70	-0.01	196	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	11.18	-0.00	226	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	12.16	0.02	246	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	13.63	0.02	276	0	0	0	0	12.27	1	1	1	1	1	
1	726.74	14.60	0.03	294	0	0	0	0	12.29	1	1	1	1	1	
1	639.93	15.49	0.03	312	0	0	0	0	12.29	1	1	1	1	1	
1	504.03	16.62	0.03	336	0	0	0	0	12.30	1	1	1	1	1	
1	394.74	17.21	0.02	346	0	0	0	0	12.27	1	1	1	1	1	
1	231.77	17.82	0.01	360	0	0	0	0	12.30	1	1	1	1	1	
1	110.82	18.02	-0.00	364	0	0	0	0	12.30	1	1	1	1	1	
1	208.57	18.14	0.00	366	0	0	0	0	12.30	1	1	1	1	1	
1	281.53	18.42	0.02	372	0	0	0	0	12.29	1	1	1	1	1	
1	483.25	18.97	0.03	382	0	0	0	1	12.29	1	1	1	1	1	
1	548.25	18.44	0.03	372	0	0	0	1	12.29	1	1	1	1	1	
1	642.12	17.75	0.02	358	0	0	0	1	12.30	1	1	1	1	1	
1	726.74	16.55	0.02	332	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	15.59	-0.00	312	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	14.15	-0.00	284	0	0	0	1	12.30	1	1	1	1	1	
1	726.74	13.19	0.02	264	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	11.75	0.01	236	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	10.77	0.02	216	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	9.33	0.02	188	0	0	0	1	12.25	1	1	1	1	1	
1	726.74	8.37	0.02	168	0	0	0	1	12.29	1	1	1	1	1	
1	726.74	6.93	0.02	140	0	0	0	1	12.27	1	1	1	1	1	
1	726.74	5.97	0.01	120	0	0	0	1	12.30	1	1	1	1	1	
1	676.90	5.04	0.00	102	0	0	0	1	12.27	1	1	1	1	1	
1	545.06	3.83	0.02	78	0	0	0	1	12.30	1	1	1	1	1	
1	439.11	3.19	0.03	64	0	0	0	1	12.27	1	1	1	1	1	
1	268.62	2.51	0.02	52	0	0	0	1	12.29	1	1	1	1	1	
1	159.17	2.23	-0.00	46	0	0	0	1	12.29	1	1	1	1	1	
1	157.70	2.14	-0.01	44	0	0	0	1	12.30	1	1	1	1	1	
1	280.27	1.89	0.01	38	0	0	0	1	12.30	1	1	1	1	1	
1	440.14	1.20	0.02	25	0	0	0	1	12.29	1	1	1	1	1	
1	546.65	1.18	0.01	26	0	0	0	0	12.32	1	1	1	1	1	
1	657.89	2.31	0.01	48	0	0	0	0	12.27	1	1	1	1	1	
1	697.03	3.11	0.01	64	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	4.03	0.00	82	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	5.42	-0.01	110	0	0	0	0	12.27	1	1	1	1	1	
1	697.03	6.34	-0.01	128	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	7.74	-0.01	156	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	8.66	0.00	176	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	10.04	0.00	202	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	10.96	-0.00	222	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	12.35	0.00	250	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	13.27	-0.01	268	0	0	0	0	12.30	1	1	1	1	1	
1	657.89	14.68	-0.03	296	0	0	0	0	12.29	1	1	1	1	1	
1	584.11	15.51	-0.04	312	0	0	0	0	12.29	1	1	1	1	1	
