Started Log File:     logs/MMTK 2021-06-04 10-46-36-COM4.txt
Data Source:     COM4

1BáNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	741.11	2.88	-0.01	62	0	0	0	0	12.30	1	1	1	1	1	
1	741.11	3.86	-0.01	80	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	5.33	-0.01	110	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	6.30	-0.00	130	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	7.77	-0.01	160	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	8.76	0.00	178	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	10.24	-0.00	208	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	11.22	0.00	228	0	0	0	0	12.30	1	1	1	1	1	
1	741.11	12.20	0.00	248	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	13.67	0.01	277	0	0	0	0	12.29	1	1	1	1	1	
1	726.74	14.64	0.02	296	0	0	0	0	12.27	1	1	1	1	1	
1	585.94	15.94	-0.00	322	0	0	0	0	12.30	1	1	1	1	1	
1	504.03	16.66	-0.01	336	0	0	0	0	12.29	1	1	1	1	1	
1	329.53	17.48	-0.01	354	0	0	0	0	12.27	1	1	1	1	1	
1	209.97	17.84	0.00	360	0	0	0	0	12.29	1	1	1	1	1	
1	60.66	18.10	0.01	366	0	0	0	0	12.30	1	1	1	1	1	
1	178.06	18.21	0.02	368	0	0	0	0	12.30	1	1	1	1	1	
1	348.51	18.75	0.02	378	0	0	0	0	12.29	1	1	1	1	1	
1	456.20	18.99	0.00	384	0	0	0	0	12.29	1	1	1	1	1	
1	582.30	18.51	0.00	372	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	17.74	-0.01	356	0	0	0	1	12.32	1	1	1	1	1	
1	691.88	16.82	-0.02	338	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	15.45	-0.01	310	0	0	0	1	12.27	1	1	1	1	1	
1	691.88	14.54	0.01	292	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	13.16	0.01	266	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	12.25	0.01	246	0	0	0	1	12.27	1	1	1	1	1	
1	691.88	10.86	0.01	220	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	9.95	-0.01	200	0	0	0	1	12.25	1	1	1	1	1	
1	691.88	8.57	-0.01	174	0	0	0	1	12.29	1	1	1	1	1	
1	691.88	7.66	-0.00	156	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	6.72	-0.00	136	0	0	0	1	12.29	1	1	1	1	1	
1	631.31	5.35	-0.01	108	0	0	0	1	12.25	1	1	1	1	1	
1	532.67	4.60	-0.01	94	0	0	0	1	12.29	1	1	1	1	1	
1	382.65	3.68	-0.01	76	0	0	0	1	12.29	1	1	1	1	1	
1	265.96	3.28	-0.02	68	0	0	0	1	12.29	1	1	1	1	1	
1	96.10	2.93	0.00	60	0	0	0	1	12.30	1	1	1	1	1	
1	125.50	2.89	0.00	60	0	0	0	1	12.27	1	1	1	1	1	
1	339.06	2.42	-0.01	50	0	0	0	1	12.29	1	1	1	1	1	
1	449.64	2.05	-0.01	42	0	0	0	1	12.29	1	1	1	1	1	
1	513.70	1.50	-0.00	32	0	0	0	1	12.27	1	1	1	1	1	
1	686.81	2.23	0.01	48	0	0	0	0	12.34	1	1	1	1	1	
1	735.29	3.17	0.01	66	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	4.58	0.01	94	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	5.55	0.00	114	0	0	0	0	12.27	1	1	1	1	1	
1	735.29	7.00	0.01	144	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	7.98	0.01	163	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	9.45	-0.01	192	0	0	0	0	12.27	1	1	1	1	1	
1	735.29	10.42	-0.02	212	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	11.88	-0.01	242	0	0	0	0	12.27	1	1	1	1	1	
1	735.29	12.85	-0.01	260	0	0	0	0	12.29	1	1	1	1	1	
1	735.29	13.82	-0.00	280	0	0	0	0	12.29	1	1	1	1	1	
1	667.26	15.24	0.00	308	0	0	0	0	12.27	1	1	1	1	1	
1	573.39	16.06	0.00	324	0	0	0	0	12.27	1	1	1	1	1	
1	427.11	17.03	0.00	344	0	0	0	0	12.29	1	1	1	1	1	
1	312.50	17.51	-0.00	354	0	0	0	0	12.30	1	1	1	1	1	
1	146.03	17.93	-0.01	362	0	0	0	0	12.29	1	1	1	1	1	
1	121.12	18.05	0.02	364	0	0	0	0	12.29	1	1	1	1	1	
1	292.97	18.33	0.00	370	0	0	0	0	12.30	1	1	1	1	1	
1	413.91	18.56	0.02	374	0	0	0	0	12.25	1	1	1	1	1	
1	515.11	18.84	0.02	380	0	0	0	1	12.27	1	1	1	1	1	
1	651.04	18.05	-0.01	362	0	0	0	1	12.32	1	1	1	1	1	
1	735.29	17.19	-0.01	346	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	15.73	0.00	316	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	14.75	-0.00	296	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	13.30	0.00	268	0	0	0	1	12.25	1	1	1	1	1	
1	735.29	12.31	0.01	248	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	10.85	0.01	218	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	9.88	0.01	200	0	0	0	1	12.29	1	1	1	1	1	
1	735.29	8.42	-0.01	170	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	7.45	-0.00	150	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	6.48	-0.01	132	0	0	0	1	12.27	1	1	1	1	1	
1	699.63	5.03	0.00	102	0	0	0	1	12.29	1	1	1	1	1	
1	612.75	4.17	0.01	86	0	0	0	1	12.29	1	1	1	1	1	
1	448.56	3.12	0.01	64	0	0	0	1	12.29	1	1	1	1	1	
1	357.14	2.59	0.01	54	0	0	0	1	12.27	1	1	1	1	1	
1	169.38	2.08	0.01	44	0	0	0	1	12.27	1	1	1	1	1	
1	10.00	1.95	0.02	41	0	0	0	1	12.29	1	1	1	1	1	
1	220.07	1.82	0.04	38	0	0	0	1	12.29	1	1	1	1	1	
1	361.27	1.42	0.04	30	0	0	0	1	12.29	1	1	1	1	1	
1	497.35	1.21	0.02	26	0	0	0	0	12.29	1	1	1	1	1	
1	593.35	1.79	0.00	38	0	0	0	0	12.27	1	1	1	1	1	
1	721.15	2.26	-0.00	48	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	3.39	-0.01	70	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	4.33	0.01	90	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	5.75	0.01	118	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	6.70	0.00	138	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	8.12	-0.00	166	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	9.06	-0.00	184	0	0	0	0	12.23	1	1	1	1	1	
1	712.93	10.48	-0.00	212	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	11.42	0.01	232	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	12.83	0.01	260	0	0	0	0	12.27	1	1	1	1	1	
1	715.65	13.79	-0.01	278	0	0	0	0	12.29	1	1	1	1	1	
1	629.19	14.68	-0.01	296	0	0	0	0	12.30	1	1	1	1	1	
1	489.56	15.80	0.01	320	0	0	0	0	12.29	1	1	1	1	1	
1	381.10	16.38	0.00	330	0	0	0	0	12.30	1	1	1	1	1	
1	218.79	16.98	0.00	342	0	0	0	0	12.29	1	1	1	1	1	
1	96.10	17.19	-0.00	346	0	0	0	0	12.29	1	1	1	1	1	
1	176.72	17.33	0.01	350	0	0	0	0	12.30	1	1	1	1	1	
1	295.74	17.40	0.01	350	0	0	0	0	12.29	1	1	1	1	1	
1	457.32	18.10	0.01	366	0	0	0	0	12.29	1	1	1	1	1	
1	556.38	18.37	-0.00	372	0	0	0	1	12.29	1	1	1	1	1	
1	669.64	17.80	-0.00	358	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	16.61	0.01	334	0	0	0	1	12.25	1	1	1	1	1	
1	686.81	15.71	0.01	316	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	14.33	0.00	288	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	13.42	0.01	270	0	0	0	1	12.27	1	1	1	1	1	
1	686.81	12.06	-0.01	242	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	11.15	-0.01	224	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	9.79	-0.01	198	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	8.88	-0.03	179	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	7.52	-0.02	152	0	0	0	1	12.27	1	1	1	1	1	
1	686.81	6.60	-0.01	134	0	0	0	1	12.29	1	1	1	1	1	
1	676.90	5.67	-0.01	114	0	0	0	1	12.25	1	1	1	1	1	
1	543.48	4.48	0.01	92	0	0	0	1	12.29	1	1	1	1	1	
1	438.08	3.85	0.03	78	0	0	0	1	12.29	1	1	1	1	1	
1	277.37	3.17	0.03	64	0	0	0	1	12.29	1	1	1	1	1	
1	157.70	2.90	0.03	60	0	0	0	1	12.29	1	1	1	1	1	
1	137.26	2.79	0.02	58	0	0	0	1	12.29	1	1	1	1	1	
1	256.15	2.62	0.01	54	0	0	0	1	12.27	1	1	1	1	1	
1	419.46	2.09	0.00	44	0	0	0	1	12.29	1	1	1	1	1	
1	546.65	1.45	-0.00	30	0	0	0	1	12.27	1	1	1	1	1	
1	660.21	2.33	-0.00	48	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	3.10	0.01	64	0	0	0	0	12.30	1	1	1	1	1	
1	697.03	3.94	0.01	82	0	0	0	0	12.30	1	1	1	1	1	
1	697.03	5.34	0.01	110	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	6.26	-0.01	128	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	7.65	-0.01	156	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	8.57	0.01	174	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	9.95	0.01	202	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	10.87	0.00	220	0	0	0	0	12.27	1	1	1	1	1	
1	697.03	12.27	0.01	248	0	0	0	0	12.29	1	1	1	1	1	
1	697.03	13.19	0.02	266	0	0	0	0	12.27	1	1	1	1	1	
1	710.23	14.15	0.02	286	0	0	0	0	12.29	1	1	1	1	1	
1	563.06	15.40	-0.00	310	0	0	0	0	12.27	1	1	1	1	1	
1	482.01	16.08	-0.01	324	0	0	0	0	12.29	1	1	1	1	1	
1	300.00	16.86	0.01	340	0	0	0	0	12.29	1	1	1	1	1	
1	180.98	17.19	0.02	346	0	0	0	0	12.29	1	1	1	1	1	
1	85.77	17.41	0.02	350	0	0	0	0	12.30	1	1	1	1	1	
1	230.34	17.63	0.02	356	0	0	0	0	12.29	1	1	1	1	1	
1	370.55	18.04	0.00	364	0	0	0	0	12.27	1	1	1	1	1	
1	498.67	18.31	0.00	370	0	0	0	0	12.30	1	1	1	1	1	
1	618.81	18.03	-0.01	364	0	0	0	1	12.27	1	1	1	1	1	
1	710.23	17.15	-0.01	346	0	0	0	1	12.27	1	1	1	1	1	
1	741.11	16.29	0.00	328	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	14.81	-0.00	298	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	13.83	-0.02	280	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	12.36	-0.01	250	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	11.38	0.01	230	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	9.91	0.01	200	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	8.93	0.02	182	0	0	0	1	12.29	1	1	1	1	1	
1	741.11	7.45	0.01	152	0	0	0	1	12.27	1	1	1	1	1	
1	741.11	6.47	0.01	132	0	0	0	1	12.29	1	1	1	1	1	
1	686.81	5.03	0.01	104	0	0	0	1	12.29	1	1	1	1	1	
1	597.13	4.17	0.01	86	0	0	0	1	12.29	1	1	1	1	1	
1	515.11	3.44	0.01	72	0	0	0	1	12.30	1	1	1	1	1	
1	343.41	2.59	-0.00	54	0	0	0	1	12.29	1	1	1	1	1	
1	247.36	2.21	-0.02	48	0	0	0	1	12.29	1	1	1	1	1	
1	53.28	1.92	-0.00	42	0	0	0	1	12.30	1	1	1	1	1	
1	178.06	1.90	0.00	40	0	0	0	1	12.25	1	1	1	1	1	
1	333.63	1.54	-0.01	34	0	0	0	1	12.29	1	1	1	1	1	
1	435.03	1.00	0.01	22	0	0	0	1	12.29	1	1	1	1	1	
1	589.62	1.41	0.01	32	0	0	0	0	12.32	1	1	1	1	1	
1	674.46	2.27	0.00	50	0	0	0	0	12.29	1	1	1	1	1	
1	718.39	3.22	0.02	68	0	0	0	0	12.29	1	1	1	1	1	
1	718.39	4.65	-0.01	98	0	0	0	0	12.27	1	1	1	1	1	
1	718.39	5.60	-0.01	116	0	0	0	0	12.27	1	1	1	1	1	
1	718.39	7.02	0.01	144	0	0	0	0	12.29	1	1	1	1	1	
1	718.39	7.97	0.02	164	0	0	0	0	12.29	1	1	1	1	1	
1	718.39	9.40	0.01	192	0	0	0	0	12.27	1	1	1	1	1	
1	718.39	10.35	0.01	212	0	0	0	0	12.27	1	1	1	1	1	
1	718.39	11.78	0.01	240	0	0	0	0	12.29	1	1	1	1	1	
1	718.39	12.73	0.01	260	0	0	0	0	12.29	1	1	1	1	1	
1	721.15	14.16	0.01	288	0	0	0	0	12.29	1	1	1	1	1	
1	635.59	15.06	-0.00	306	0	0	0	0	12.30	1	1	1	1	1	
1	537.25	15.84	0.03	322	0	0	0	0	12.29	1	1	1	1	1	
1	386.60	16.76	0.04	340	0	0	0	0	12.29	1	1	1	1	1	
1	271.74	17.21	0.02	348	0	0	0	0	12.29	1	1	1	1	1	
1	103.48	17.57	0.01	356	0	0	0	0	12.29	1	1	1	1	1	
1	119.66	17.71	0.02	358	0	0	0	0	12.29	1	1	1	1	1	
1	294.35	18.16	0.01	368	0	0	0	0	12.30	1	1	1	1	1	
1	401.50	18.64	0.00	378	0	0	0	0	12.30	1	1	1	1	1	
1	553.10	18.40	0.00	372	0	0	0	1	12.29	1	1	1	1	1	
1	646.55	17.79	0.01	358	0	0	0	1	12.27	1	1	1	1	1	
1	729.57	16.51	0.00	332	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	15.55	0.01	312	0	0	0	1	12.27	1	1	1	1	1	
1	729.57	14.59	0.00	294	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	13.14	-0.01	264	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	12.17	-0.00	246	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	10.73	-0.00	216	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	9.75	-0.01	196	0	0	0	1	12.25	1	1	1	1	1	
1	729.57	8.30	-0.00	168	0	0	0	1	12.25	1	1	1	1	1	
1	729.57	7.34	0.00	148	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	5.89	-0.01	120	0	0	0	1	12.29	1	1	1	1	1	
1	669.64	4.97	-0.01	102	0	0	0	1	12.29	1	1	1	1	1	
1	537.25	3.77	0.01	78	0	0	0	1	12.29	1	1	1	1	1	
1	432.03	3.14	0.01	64	0	0	0	1	12.30	1	1	1	1	1	
1	319.42	2.64	0.01	54	0	0	0	1	12.29	1	1	1	1	1	
1	151.82	2.19	0.01	46	0	0	0	1	12.29	1	1	1	1	1	
1	10.00	2.09	0.01	44	0	0	0	1	12.30	1	1	1	1	1	
1	238.85	1.83	0.01	38	0	0	0	1	12.29	1	1	1	1	1	
1	357.14	1.40	0.03	30	0	0	0	1	12.29	1	1	1	1	1	
1	512.30	1.08	0.03	24	0	0	0	0	12.29	1	1	1	1	1	
1	612.75	1.86	0.01	40	0	0	0	0	12.30	1	1	1	1	1	
1	699.63	3.06	-0.01	64	0	0	0	0	12.23	1	1	1	1	1	
1	699.63	3.99	-0.01	82	0	0	0	0	12.29	1	1	1	1	1	
1	699.63	4.91	0.01	102	0	0	0	0	12.27	1	1	1	1	1	
1	699.63	6.30	0.00	130	0	0	0	0	12.27	1	1	1	1	1	
1	699.63	7.23	-0.02	148	0	0	0	0	12.29	1	1	1	1	1	
1	699.63	8.62	-0.01	176	0	0	0	0	12.29	1	1	1	1	1	
1	699.63	9.55	-0.00	194	0	0	0	0	12.27	1	1	1	1	1	
1	699.63	10.94	0.01	222	0	0	0	0	12.29	1	1	1	1	1	
1	699.63	11.87	0.02	240	0	0	0	0	12.27	1	1	1	1	1	
1	699.63	13.25	0.01	268	0	0	0	0	12.27	1	1	1	1	1	
1	704.89	13.81	-0.00	280	0	0	0	0	12.25	1	1	1	1	1	
1	576.92	15.07	-0.00	304	0	0	0	0	12.29	1	1	1	1	1	
1	473.48	15.75	-0.00	318	0	0	0	0	12.29	1	1	1	1	1	
1	364.08	16.30	0.00	328	0	0	0	0	12.29	1	1	1	1	1	
1	198.41	16.85	0.00	340	0	0	0	0	12.29	1	1	1	1	1	
1	76.91	17.01	-0.01	344	0	0	0	0	12.29	1	1	1	1	1	
1	221.63	17.25	-0.00	348	0	0	0	0	12.29	1	1	1	1	1	
1	314.07	17.61	-0.00	356	0	0	0	0	12.27	1	1	1	1	1	
1	501.34	18.45	0.02	372	0	0	0	0	12.27	1	1	1	1	1	
1	573.39	18.25	0.02	368	0	0	0	1	12.30	1	1	1	1	1	
1	732.42	17.53	0.01	352	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	16.55	-0.00	332	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	15.07	0.01	302	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	14.09	0.00	282	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	13.11	0.00	264	0	0	0	1	12.29	1	1	1	1	1	
1	744.05	11.62	0.01	234	0	0	0	1	12.29	1	1	1	1	1	
1	744.05	10.63	0.01	214	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	9.15	0.00	184	0	0	0	1	12.29	1	1	1	1	1	
1	744.05	8.17	0.00	164	0	0	0	1	12.27	1	1	1	1	1	
1	744.05	6.70	0.00	134	0	0	0	1	12.27	1	1	1	1	1	
1	735.29	5.71	0.00	116	0	0	0	1	12.29	1	1	1	1	1	
1	604.84	4.39	-0.00	88	0	0	0	1	12.27	1	1	1	1	1	
1	515.11	3.65	0.02	74	0	0	0	1	12.29	1	1	1	1	1	
1	409.39	3.06	0.01	62	0	0	0	1	12.29	1	1	1	1	1	
1	237.34	2.42	0.01	50	0	0	0	1	12.27	1	1	1	1	1	
1	126.95	2.20	-0.00	46	0	0	0	1	12.29	1	1	1	1	1	
1	186.94	2.12	-0.01	44	0	0	0	1	12.30	1	1	1	1	1	
1	292.97	1.82	-0.01	38	0	0	0	1	12.29	1	1	1	1	1	
1	464.11	1.23	0.01	26	0	0	0	1	12.29	1	1	1	1	1	
1	573.39	1.34	0.01	30	0	0	0	0	12.44	1	1	1	1	1	
1	694.44	2.26	0.00	48	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	3.20	0.01	66	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	4.62	0.01	94	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	5.56	0.01	114	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	6.50	0.02	132	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	7.93	-0.00	162	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	8.87	-0.00	180	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	10.29	0.01	208	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	11.23	0.01	228	0	0	0	0	12.25	1	1	1	1	1	
1	712.93	12.64	0.02	256	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	13.59	0.00	274	0	0	0	0	12.23	1	1	1	1	1	
1	633.45	14.97	0.01	302	0	0	0	0	12.27	1	1	1	1	1	
1	556.38	15.74	0.02	318	0	0	0	0	12.29	1	1	1	1	1	
1	451.81	16.41	-0.00	330	0	0	0	0	12.27	1	1	1	1	1	
1	271.74	17.12	-0.02	344	0	0	0	0	12.29	1	1	1	1	1	
1	175.23	17.41	0.00	350	0	0	0	0	12.29	1	1	1	1	1	
1	124.01	17.58	0.01	354	0	0	0	0	12.30	1	1	1	1	1	
1	264.46	17.81	0.02	358	0	0	0	0	12.27	1	1	1	1	1	
1	404.09	18.49	0.01	372	0	0	0	0	12.29	1	1	1	1	1	
1	532.67	18.67	-0.02	376	0	0	0	0	12.30	1	1	1	1	1	
1	651.04	17.80	-0.00	358	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	17.04	0.00	340	0	0	0	1	12.32	1	1	1	1	1	
1	747.01	15.55	0.02	310	0	0	0	1	12.27	1	1	1	1	1	
1	747.01	14.57	0.01	292	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	13.58	-0.00	272	0	0	0	1	12.30	1	1	1	1	1	
1	747.01	12.09	0.00	242	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	11.10	0.01	222	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	9.62	-0.01	192	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	8.63	-0.01	172	0	0	0	1	12.29	1	1	1	1	1	
1	747.01	7.15	-0.02	142	0	0	0	1	12.25	1	1	1	1	1	
1	747.01	6.16	0.00	122	0	0	0	1	12.29	1	1	1	1	1	
1	669.64	4.72	0.02	94	0	0	0	1	12.29	1	1	1	1	1	
1	576.92	3.89	0.02	78	0	0	0	1	12.30	1	1	1	1	1	
1	431.03	2.90	0.02	58	0	0	0	1	12.29	1	1	1	1	1	
1	316.72	2.40	0.00	48	0	0	0	1	12.29	1	1	1	1	1	
1	221.63	2.05	-0.00	40	0	0	0	1	12.29	1	1	1	1	1	
1	10.00	1.83	0.01	36	0	0	0	1	12.29	1	1	1	1	1	
1	222.95	1.70	0.02	34	0	0	0	1	12.30	1	1	1	1	1	
1	362.67	1.11	0.01	22	0	0	0	1	12.30	1	1	1	1	1	
1	493.42	0.92	0.02	20	0	0	0	0	12.29	1	1	1	1	1	
1	612.75	1.91	0.02	40	0	0	0	0	12.27	1	1	1	1	1	
1	689.34	2.72	0.02	56	0	0	0	0	12.25	1	1	1	1	1	
1	741.11	3.91	0.02	80	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	4.89	0.03	100	0	0	0	0	12.30	1	1	1	1	1	
1	741.11	5.88	0.01	120	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	7.35	0.01	148	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	8.33	0.01	168	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	9.80	-0.00	198	0	0	0	0	12.29	1	1	1	1	1	
1	741.11	10.78	0.02	218	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	12.25	0.01	246	0	0	0	0	12.27	1	1	1	1	1	
1	741.11	13.23	-0.00	266	0	0	0	0	12.27	1	1	1	1	1	
1	691.88	14.69	-0.01	296	0	0	0	0	12.29	1	1	1	1	1	
1	612.75	15.56	-0.02	313	0	0	0	0	12.29	1	1	1	1	1	
1	458.44	16.63	-0.02	334	0	0	0	0	12.29	1	1	1	1	1	
1	359.88	17.18	-0.00	346	0	0	0	0	12.27	1	1	1	1	1	
1	264.46	17.58	0.00	354	0	0	0	0	12.29	1	1	1	1	1	
1	71.00	17.90	0.00	360	0	0	0	0	12.29	1	1	1	1	1	
1	148.93	18.06	0.00	362	0	0	0	0	12.30	1	1	1	1	1	
1	310.95	18.55	0.00	372	0	0	0	0	12.27	1	1	1	1	1	
1	456.20	19.06	0.01	382	0	0	0	0	12.30	1	1	1	1	1	
1	569.91	18.40	0.03	368	0	0	0	1	12.29	1	1	1	1	1	
1	669.64	17.57	0.01	352	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	16.30	-0.01	324	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	15.33	-0.01	306	0	0	0	1	12.27	1	1	1	1	1	
1	738.19	13.85	0.01	276	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	12.87	0.02	256	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	11.90	-0.00	236	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	10.43	-0.00	208	0	0	0	1	12.27	1	1	1	1	1	
1	738.19	9.46	0.00	188	0	0	0	1	12.29	1	1	1	1	1	
1	738.19	7.99	-0.00	158	0	0	0	1	12.27	1	1	1	1	1	
1	738.19	7.00	0.01	139	0	0	0	1	12.29	1	1	1	1	1	
1	729.57	5.55	0.01	110	0	0	0	1	12.29	1	1	1	1	1	
1	646.55	4.63	0.00	92	0	0	0	1	12.29	1	1	1	1	1	
1	508.13	3.49	0.00	68	0	0	0	1	12.30	1	1	1	1	1	
1	403.23	2.88	0.01	56	0	0	0	1	12.29	1	1	1	1	1	
1	241.62	2.26	-0.00	44	0	0	0	1	12.30	1	1	1	1	1	
1	121.12	2.03	-0.01	40	0	0	0	1	12.30	1	1	1	1	1	
1	100.48	1.98	0.00	38	0	0	0	1	12.29	1	1	1	1	1	
1	275.74	1.57	0.02	30	0	0	0	1	12.30	1	1	1	1	1	
1	390.63	1.30	0.01	25	0	0	0	1	12.29	1	1	1	1	1	
1	537.25	1.23	0.01	24	0	0	0	0	12.30	1	1	1	1	1	
1	637.76	1.57	0.01	33	0	0	0	0	12.25	1	1	1	1	1	
1	712.93	2.95	0.00	60	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	3.90	-0.00	80	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	5.32	-0.00	108	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	6.26	-0.01	126	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	7.20	0.01	146	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	8.62	0.01	174	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	9.56	0.00	192	0	0	0	0	12.29	1	1	1	1	1	
1	712.93	10.98	-0.00	222	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	11.93	-0.00	240	0	0	0	0	12.27	1	1	1	1	1	
1	712.93	13.35	-0.01	268	0	0	0	0	12.29	1	1	1	1	1	
1	684.31	14.29	-0.00	288	0	0	0	0	12.29	1	1	1	1	1	
1	553.10	15.50	-0.00	312	0	0	0	0	12.29	1	1	1	1	1	
1	448.56	16.15	0.01	324	0	0	0	0	12.30	1	1	1	1	1	
1	288.46	16.86	-0.00	338	0	0	0	0	12.29	1	1	1	1	1	
1	169.38	17.15	-0.01	344	0	0	0	0	12.27	1	1	1	1	1	
1	54.76	17.29	-0.01	348	0	0	0	0	12.29	1	1	1	1	1	
1	274.52	17.53	0.01	352	0	0	0	0	12.30	1	1	1	1	1	
1	340.29	17.87	0.02	358	0	0	0	0	12.30	1	1	1	1	1	
1	537.25	18.65	0.00	374	0	0	0	0	12.29	1	1	1	1	1	
1	631.31	18.19	-0.00	366	0	0	0	1	12.30	1	1	1	1	1	
1	689.34	17.06	0.01	342	0	0	0	1	12.30	1	1	1	1	1	
1	689.34	16.13	0.01	322	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	14.76	0.00	296	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	13.85	-0.00	278	0	0	0	1	12.29	1	1	1	1	1	
1	689.34	12.48	-0.01	250	0	0	0	1	12.27	1	1	1	1	1	
1	689.34	11.57	-0.00	232	0	0	0	1	12.29	1	1	1	1	1	
