Started Log File:     logs/MMTK 2021-06-01 12-31-06-COM5.txt
Data Source:     COM5

‰LBLBLBáNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	240.08	20.00	0.01	402	0	0	0	0	12.30	1	1	1	1	1	
1	240.08	20.00	0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.03	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	20.00	0.01	402	0	0	0	1	12.27	1	1	1	1	1	
1	100.00	19.97	0.01	400	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	19.89	0.01	400	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	19.80	-0.01	398	0	0	0	1	12.29	1	1	1	1	1	
1	102.46	19.63	-0.01	394	0	0	0	1	12.29	1	1	1	1	1	
1	121.28	19.50	-0.00	392	0	0	0	1	12.29	1	1	1	1	1	
1	147.17	19.24	0.01	386	0	0	0	1	12.27	1	1	1	1	1	
1	165.05	19.04	0.01	382	0	0	0	1	12.29	1	1	1	1	1	
1	189.78	18.69	-0.01	376	0	0	0	1	12.27	1	1	1	1	1	
1	206.73	18.54	-0.01	372	0	0	0	1	12.29	1	1	1	1	1	
1	229.22	18.10	0.00	364	0	0	0	1	12.27	1	1	1	1	1	
1	244.78	17.78	-0.00	356	0	0	0	1	12.29	1	1	1	1	1	
1	259.34	17.45	-0.01	350	0	0	0	1	12.29	1	1	1	1	1	
1	278.60	17.06	0.00	342	0	0	0	1	12.25	1	1	1	1	1	
1	291.60	16.68	0.01	334	0	0	0	1	12.27	1	1	1	1	1	
1	308.39	16.07	-0.00	322	0	0	0	1	12.27	1	1	1	1	1	
1	319.42	15.65	-0.02	314	0	0	0	1	12.29	1	1	1	1	1	
1	333.04	15.18	-0.02	304	0	0	0	1	12.29	1	1	1	1	1	
1	342.15	14.73	-0.01	296	0	0	0	1	12.29	1	1	1	1	1	
1	353.11	14.04	0.01	282	0	0	0	1	12.29	1	1	1	1	1	
1	359.20	13.56	0.01	272	0	0	0	1	12.27	1	1	1	1	1	
1	367.65	12.84	0.01	258	0	0	0	1	12.27	1	1	1	1	1	
1	371.29	12.34	-0.01	248	0	0	0	1	12.27	1	1	1	1	1	
1	374.25	11.85	0.01	238	0	0	0	1	12.29	1	1	1	1	1	
1	376.51	11.10	0.00	224	0	0	0	1	12.27	1	1	1	1	1	
1	377.26	10.60	-0.00	214	0	0	0	1	12.29	1	1	1	1	1	
1	376.51	9.85	-0.01	198	0	0	0	1	12.27	1	1	1	1	1	
1	375.00	9.35	0.00	188	0	0	0	1	12.29	1	1	1	1	1	
1	369.82	8.61	-0.00	174	0	0	0	1	12.27	1	1	1	1	1	
1	366.21	8.11	0.01	164	0	0	0	1	12.27	1	1	1	1	1	
1	357.14	7.39	0.00	150	0	0	0	1	12.27	1	1	1	1	1	
1	351.78	6.92	0.01	140	0	0	0	1	12.29	1	1	1	1	1	
1	339.06	6.23	-0.00	126	0	0	0	1	12.30	1	1	1	1	1	
1	331.86	5.79	0.00	117	0	0	0	1	12.29	1	1	1	1	1	
1	321.61	5.36	0.01	108	0	0	0	1	12.29	1	1	1	1	1	
1	306.37	4.73	0.01	96	0	0	0	1	12.27	1	1	1	1	1	
1	294.81	4.33	0.00	88	0	0	0	1	12.27	1	1	1	1	1	
1	273.72	3.76	-0.01	76	0	0	0	1	12.29	1	1	1	1	1	
1	262.61	3.41	-0.01	70	0	0	0	1	12.29	1	1	1	1	1	
1	239.46	2.91	-0.01	60	0	0	0	1	12.29	1	1	1	1	1	
1	227.00	2.60	0.00	54	0	0	0	1	12.27	1	1	1	1	1	
1	200.75	2.18	0.01	44	0	0	0	1	12.29	1	1	1	1	1	
1	184.00	1.92	0.01	40	0	0	0	1	12.29	1	1	1	1	1	
1	159.03	1.57	-0.00	32	0	0	0	1	12.29	1	1	1	1	1	
1	141.08	1.37	-0.02	28	0	0	0	1	12.27	1	1	1	1	1	
1	126.43	1.20	-0.02	26	0	0	0	1	12.27	1	1	1	1	1	
1	100.00	0.98	-0.01	20	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	0.84	-0.01	18	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	0.64	0.00	14	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	0.51	0.01	12	0	0	0	1	12.27	1	1	1	1	1	
1	100.00	0.31	-0.01	8	0	0	0	1	12.27	1	1	1	1	1	
1	240.08	0.15	0.01	4	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.27	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.02	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.01	2	0	0	0	1	12.27	1	1	1	1	1	
1	240.08	0.00	-0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.02	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.00	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	-0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.02	2	0	0	0	1	12.29	1	1	1	1	1	
1	240.08	0.00	0.01	2	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	0.00	0.00	2	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	0.05	0.00	2	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	0.11	0.00	4	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	0.25	0.00	6	0	0	0	0	12.29	1	1	1	1	1	
1	109.78	0.36	0.01	8	0	0	0	0	12.25	1	1	1	1	1	
1	137.06	0.57	0.00	12	0	0	0	0	12.29	1	1	1	1	1	
1	159.30	0.74	0.01	16	0	0	0	0	12.27	1	1	1	1	1	
1	172.49	0.96	0.03	20	0	0	0	0	12.27	1	1	1	1	1	
1	200.75	1.29	0.02	28	0	0	0	0	12.27	1	1	1	1	1	
1	217.01	1.55	-0.01	32	0	0	0	0	12.29	1	1	1	1	1	
1	236.15	1.99	-0.01	42	0	0	0	0	12.27	1	1	1	1	1	
1	254.41	2.29	-0.00	48	0	0	0	0	12.27	1	1	1	1	1	
1	271.35	2.80	0.00	58	0	0	0	0	12.27	1	1	1	1	1	
1	286.70	3.15	-0.02	64	0	0	0	0	12.27	1	1	1	1	1	
1	302.42	3.74	-0.02	76	0	0	0	0	12.27	1	1	1	1	1	
1	315.66	4.13	-0.01	84	0	0	0	0	12.27	1	1	1	1	1	
1	327.80	4.76	-0.01	96	0	0	0	0	12.25	1	1	1	1	1	
1	337.23	5.19	-0.00	106	0	0	0	0	12.27	1	1	1	1	1	
1	347.22	5.64	-0.01	114	0	0	0	0	12.27	1	1	1	1	1	
1	357.14	6.33	-0.01	128	0	0	0	0	12.27	1	1	1	1	1	
1	363.37	6.80	0.01	138	0	0	0	0	12.27	1	1	1	1	1	
1	369.82	7.33	0.00	148	0	0	0	0	12.29	1	1	1	1	1	
1	373.51	7.82	0.01	158	0	0	0	0	12.25	1	1	1	1	1	
1	375.75	8.57	-0.01	172	0	0	0	0	12.25	1	1	1	1	1	
1	377.26	9.08	-0.02	182	0	0	0	0	12.25	1	1	1	1	1	
1	377.26	9.83	0.00	198	0	0	0	0	12.27	1	1	1	1	1	
1	375.00	10.33	-0.01	208	0	0	0	0	12.27	1	1	1	1	1	
1	372.02	11.07	-0.01	222	0	0	0	0	12.27	1	1	1	1	1	
1	368.37	11.56	0.02	232	0	0	0	0	12.27	1	1	1	1	1	
1	362.67	12.05	0.02	242	0	0	0	0	12.27	1	1	1	1	1	
1	355.11	12.77	0.00	256	0	0	0	0	12.27	1	1	1	1	1	
1	346.58	13.23	0.01	266	0	0	0	0	12.29	1	1	1	1	1	
1	336.62	13.92	-0.00	280	0	0	0	0	12.27	1	1	1	1	1	
1	325.52	14.36	0.01	288	0	0	0	0	12.29	1	1	1	1	1	
1	312.50	14.99	0.01	302	0	0	0	0	12.27	1	1	1	1	1	
1	299.04	15.40	-0.00	310	0	0	0	0	12.29	1	1	1	1	1	
1	283.66	15.98	0.00	322	0	0	0	0	12.29	1	1	1	1	1	
1	270.17	16.35	0.01	328	0	0	0	0	12.27	1	1	1	1	1	
1	251.34	16.87	-0.00	338	0	0	0	0	12.27	1	1	1	1	1	
1	235.26	17.19	0.00	346	0	0	0	0	12.27	1	1	1	1	1	
1	216.01	17.49	0.00	352	0	0	0	0	12.29	1	1	1	1	1	
1	196.75	17.90	0.01	360	0	0	0	0	12.29	1	1	1	1	1	
1	173.77	18.14	0.00	364	0	0	0	0	12.27	1	1	1	1	1	
1	153.94	18.48	0.01	370	0	0	0	0	12.29	1	1	1	1	1	
1	135.97	18.67	-0.01	374	0	0	0	0	12.29	1	1	1	1	1	
1	111.81	18.91	-0.02	380	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	19.05	-0.00	382	0	0	0	0	12.27	1	1	1	1	1	
1	100.00	19.25	0.00	386	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	19.38	0.01	388	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	19.58	0.00	392	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	19.71	-0.01	396	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	19.88	0.00	399	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.02	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	-0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.00	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.27	1	1	1	1	1	
1	240.08	20.00	0.01	402	0	0	0	0	12.29	1	1	1	1	1	
1	240.08	20.00	-0.00	402	0	0	0	0	12.29	1	1	1	1	1	
1	100.00	19.99	-0.00	402	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	19.95	0.01	400	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	19.90	0.01	400	0	0	0	1	12.29	1	1	1	1	1	
1	100.00	19.78	0.01	396	0	0	0	1	12.27	1	1	1	1	1	
1	102.46	19.67	-0.00	394	0	0	0	1	12.29	1	1	1	1	1	
1	128.87	19.44	0.00	390	0	0	0	1	12.27	1	1	1	1	1	
1	145.69	19.26	0.02	386	0	0	0	1	12.27	1	1	1	1	1	
1	172.33	18.95	0.02	380	0	0	0	1	12.29	1	1	1	1	1	
1	189.59	18.72	0.01	376	0	0	0	1	12.29	1	1	1	1	1	
1	213.07	18.32	0.02	368	0	0	0	1	12.29	1	1	1	1	1	
1	228.10	18.03	-0.00	362	0	0	0	1	12.27	1	1	1	1	1	
1	244.46	17.75	0.00	356	0	0	0	1	12.27	1	1	1	1	1	
1	264.83	17.24	0.00	346	0	0	0	1	12.29	1	1	1	1	1	
1	278.60	16.88	-0.00	338	0	0	0	1	12.27	1	1	1	1	1	
1	296.21	16.30	-0.01	328	0	0	0	1	12.27	1	1	1	1	1	
1	308.39	15.91	-0.01	320	0	0	0	1	12.27	1	1	1	1	1	
1	323.28	15.28	0.00	306	0	0	0	1	12.29	1	1	1	1	1	
1	333.04	14.84	0.01	298	0	0	0	1	12.27	1	1	1	1	1	
